micro_ap,CC_ap,CL_ap,macro_ap,micro_roc_auc,CC_roc_auc,CL_roc_auc,macro_roc_auc,mrr,test_time,train_time,cutoff,model,dataset
0.9693989933275146,0.7504184713793463,0.9785698401256057,0.8644941557524759,0.9674564916096552,0.7048235929911518,0.9777707739748512,0.8412971834830015,0.9972005225890934,6.641068696975708,31.91169786453247,0.2,HGE,OLD
0.9693026888678693,0.7522569182902303,0.9784253002046844,0.8653411092474574,0.9674151753519635,0.7064140223760647,0.9776386162428566,0.8420263193094606,0.9971546469604617,4.458267450332642,31.91169786453247,0.2,HGE,OLD
0.9695023751758621,0.7519725612829671,0.9786189471662623,0.8652957542246147,0.9675769235700631,0.7066461503757986,0.9777900113241025,0.8422180808499505,0.9972268172228614,3.8972012996673584,31.91169786453247,0.2,HGE,OLD
0.9692177329184858,0.7510049790560513,0.9782874609035827,0.864646219979817,0.9672821175563543,0.7039520599680078,0.9774554672534698,0.8407037636107388,0.9969119705539421,3.4760961532592773,31.91169786453247,0.2,HGE,OLD
0.9693372182578854,0.7487710090929303,0.9785221232826041,0.8636465661877673,0.9672786742044337,0.7014694691658838,0.9776001218830072,0.8395347955244454,0.9971237492281037,4.3308634757995605,31.91169786453247,0.2,HGE,OLD
0.9712428176977759,0.7652328150345218,0.9810981792271439,0.8731654971308329,0.9696591567253536,0.7135667643963259,0.9808408537751029,0.8472038090857144,0.9973167004300387,4.085643291473389,154.28145360946655,0.4,HGE,OLD
0.9712453178426882,0.7634428689401235,0.9812348470611691,0.8723388580006464,0.9696065590640605,0.7136151805353963,0.9809322082293188,0.8472736943823576,0.9970855587419024,5.469730854034424,154.28145360946655,0.4,HGE,OLD
0.971254488092978,0.7598034496273056,0.9813071871386487,0.8705553183829772,0.9696143416088693,0.7092376500454212,0.9810224876232534,0.8451300688343373,0.9970068708744555,2.0579495429992676,154.28145360946655,0.4,HGE,OLD
0.9710722718590545,0.7640511993036666,0.980983771523252,0.8725174854134593,0.9695677454771234,0.7139588963429644,0.9808030682923629,0.8473809823176637,0.9971852191565079,5.034464597702026,154.28145360946655,0.4,HGE,OLD
0.9711012764361077,0.7616505934192155,0.9810995641244719,0.8713750787718437,0.9695174118797316,0.7105168086765564,0.9808634093990827,0.8456901090378195,0.9973287637159587,3.133798122406006,154.28145360946655,0.4,HGE,OLD
0.971594800874385,0.7928869572140221,0.9809193925961709,0.8869031749050965,0.9706783179559643,0.7449832414729876,0.9811592288594283,0.863071235166208,0.9968575257636674,7.6258814334869385,189.13998126983643,0.6000000000000001,HGE,OLD
0.9714307323675715,0.7909930540439165,0.980900392220634,0.8859467231322753,0.9704867536392568,0.7448876100455801,0.9811049146619246,0.8629962623537524,0.9966418531148632,5.089588165283203,189.13998126983643,0.6000000000000001,HGE,OLD
0.971640137049858,0.7923266534383906,0.9810341714677772,0.8866804124530838,0.9706510779870736,0.7451322275542202,0.9811966860488427,0.8631644568015314,0.99689740283151,3.677133560180664,189.13998126983643,0.6000000000000001,HGE,OLD
0.9714100229010824,0.7913576898820261,0.9808721033894119,0.8861148966357191,0.9704776499425463,0.7440622804444386,0.9811075486495425,0.8625849145469906,0.9966580691682614,3.5857648849487305,189.13998126983643,0.6000000000000001,HGE,OLD
0.9715311773090378,0.791219577763455,0.9809866931472596,0.8861031354553572,0.9705905837922615,0.7444895464076352,0.9812077137705646,0.8628486300890998,0.9969612749107074,3.8634257316589355,189.13998126983643,0.6000000000000001,HGE,OLD
0.969823412557447,0.8166494908399548,0.9799880018442977,0.8983187463421263,0.9693651252251905,0.7817978095482481,0.9807512251557281,0.881274517351988,0.9964114127391164,4.647683382034302,312.9809408187866,0.8,HGE,OLD
0.969545216689699,0.8178032233900027,0.9797125567893679,0.8987578900896853,0.9691295410647904,0.7837794920210976,0.9804871933229746,0.8821333426720361,0.9962395679921452,2.1700832843780518,312.9809408187866,0.8,HGE,OLD
0.9698192290718873,0.8169330880265928,0.9799414588455385,0.8984372734360657,0.9695069895688309,0.7834427051183765,0.9808007652381757,0.8821217351782762,0.9966504592112371,5.247682571411133,312.9809408187866,0.8,HGE,OLD
0.969976320757207,0.8159512378128932,0.9801954162853648,0.898073327049129,0.9695049178474794,0.7818008763915065,0.9809162228513266,0.8813585496214166,0.9958765570356397,3.0266194343566895,312.9809408187866,0.8,HGE,OLD
0.9700785807841112,0.8163162460711153,0.9802824074662959,0.8982993267687056,0.9695248375147487,0.782593511632641,0.9809213365758301,0.8817574241042356,0.9965583822185538,5.394914627075195,312.9809408187866,0.8,HGE,OLD
0.973682623020598,0.7971179534152446,0.9819821377857546,0.8895500456004997,0.973070985880921,0.7730666886595847,0.982538764082242,0.8778027263709134,0.9975660952346707,3.146301746368408,76.816903591156,0.2,R-HGE,OLD
0.9734268405110508,0.7956615143357777,0.9817477475211518,0.8887046309284647,0.972849316796041,0.7713566092071944,0.9823215285563621,0.8768390688817782,0.9976108923530576,5.100591659545898,76.816903591156,0.2,R-HGE,OLD
0.9735758688524584,0.7972869683580035,0.9818673759508837,0.8895771721544437,0.9728991496438187,0.7733334450367351,0.9823480306362273,0.8778407378364812,0.9975666474875337,4.957688331604004,76.816903591156,0.2,R-HGE,OLD
0.9734673632399051,0.7972672448851181,0.9817278052576329,0.8894975250713755,0.9728731404531175,0.7728156394008048,0.9822863811873921,0.8775510102940984,0.997583379043063,5.059125661849976,76.816903591156,0.2,R-HGE,OLD
